ID,sex,year_birth,race,experience,hours,wage,tenure,industry,occup,education
487,male,1984,non-black / non-hispanic,396,40,31.25,111,"public administration, military and special",Office and administrative support,college/graduate degree
489,female,1982,non-black / non-hispanic,413,27,12,33,trade,Services,college/graduate degree
496,male,1984,hispanic,517,40,28.85,216,"education, health, social services",Teachers,college/graduate degree
498,female,1980,non-black / non-hispanic,489,50,23.08,118,"education, health, social services",Teachers,college/graduate degree
503,male,1981,non-black / non-hispanic,547,40,17,57,"education, health, social services",Professional and related,college/graduate degree
505,male,1984,hispanic,315,40,12,136,"entertainment, accomodation, food and other services",Production,some  college
507,female,1984,non-black / non-hispanic,487,48,12.5,374,"entertainment, accomodation, food and other services",Services,some  college
508,male,1981,hispanic,519,30,14.5,481,"entertainment, accomodation, food and other services",Transportation and material moving,ged or none
509,female,1984,black,409,40,17.6,143,"public administration, military and special",Office and administrative support,college/graduate degree
511,male,1980,hispanic,716,50,7.3000002,447,trade,Sales and related,high school
512,female,1981,hispanic,102,20,30,40,"finance, insurance, real estate, other professional",Services,ged or none
515,female,1983,hispanic,544,40,16.620001,219,"transportation, communication",Office and administrative support,high school
517,male,1981,hispanic,561,45,13.33,53,"finance, insurance, real estate, other professional",Construction and extraction,high school
518,female,1983,hispanic,28,19,13.16,357,"finance, insurance, real estate, other professional",Services,high school
519,female,1980,hispanic,557,40,13.65,562,trade,Office and administrative support,some  college
520,male,1981,hispanic,571,40,9,17,"finance, insurance, real estate, other professional",Transportation and material moving,high school
522,male,1983,hispanic,517,40,14,496,trade,Sales and related,ged or none
524,male,1981,hispanic,363,70,159.34,-3,"finance, insurance, real estate, other professional",Services,ged or none
525,male,1982,hispanic,612,40,12.5,165,construction,Construction and extraction,high school
526,male,1983,hispanic,549,30,2,8,"entertainment, accomodation, food and other services",Services,ged or none
528,female,1982,non-black / non-hispanic,592,40,15.36,517,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
529,female,1982,hispanic,374,38,21,120,"education, health, social services",Teachers,college/graduate degree
533,female,1983,non-black / non-hispanic,501,40,18,246,"entertainment, accomodation, food and other services",Office and administrative support,college/graduate degree
535,female,1980,non-black / non-hispanic,735,50,38.459999,165,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
536,male,1982,hispanic,404,40,20,163,"finance, insurance, real estate, other professional",Services,college/graduate degree
537,male,1982,non-black / non-hispanic,527,20,17.16,234,trade,Sales and related,ged or none
538,female,1983,non-black / non-hispanic,485,40,12.42,12,"public administration, military and special",Professional and related,ged or none
540,female,1982,hispanic,605,35,8,97,"entertainment, accomodation, food and other services",Services,high school
541,female,1982,hispanic,537,30,17,34,"agriculture, mining, manufacturing",Production,college/graduate degree
542,female,1984,black,565,28,25,142,"transportation, communication",Services,college/graduate degree
543,male,1983,hispanic,61,30,9.6199999,342,"transportation, communication",Transportation and material moving,some  college
544,male,1981,non-black / non-hispanic,540,50,30,399,"education, health, social services",Teachers,college/graduate degree
545,male,1981,black,626,40,0,467,"finance, insurance, real estate, other professional",Professional and related,high school
546,male,1980,non-black / non-hispanic,97,45,29.91,80,"finance, insurance, real estate, other professional",Professional and related,college/graduate degree
547,male,1984,non-black / non-hispanic,191,60,539.21997,189,"entertainment, accomodation, food and other services",Services,college/graduate degree
548,female,1984,non-black / non-hispanic,297,20,5.6300001,13,"finance, insurance, real estate, other professional",Sales and related,some  college
551,male,1981,non-black / non-hispanic,418,40,24,162,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
552,male,1981,non-black / non-hispanic,467,36,13.5,189,"finance, insurance, real estate, other professional",Sales and related,some  college
555,male,1984,non-black / non-hispanic,295,30,21.15,191,"finance, insurance, real estate, other professional",Services,college/graduate degree
557,female,1981,hispanic,458,8,12.79,124,"education, health, social services",Teachers,college/graduate degree
558,male,1982,non-black / non-hispanic,313,40,20.35,214,"public administration, military and special",Office and administrative support,college/graduate degree
559,female,1984,non-black / non-hispanic,137,3,11,19,"education, health, social services",Services,high school
561,male,1984,non-black / non-hispanic,445,40,15,7,"agriculture, mining, manufacturing",Office and administrative support,some  college
562,female,1983,hispanic,455,32,12,32,"education, health, social services",Services,high school
563,male,1982,non-black / non-hispanic,159,20,0,107,"entertainment, accomodation, food and other services",Transportation and material moving,ged or none
564,male,1983,non-black / non-hispanic,604,40,28.49,233,"public administration, military and special",Professional and related,high school
565,male,1982,hispanic,203,40,14.94,80,"finance, insurance, real estate, other professional","Installation, maintenance, and repair",college/graduate degree
566,female,1982,hispanic,520,35,11.25,264,"agriculture, mining, manufacturing",Office and administrative support,high school
568,male,1981,non-black / non-hispanic,586,40,9,45,trade,Transportation and material moving,high school
571,male,1980,non-black / non-hispanic,506,40,23,51,trade,"Installation, maintenance, and repair",high school
573,female,1981,hispanic,187,51,8,12,"entertainment, accomodation, food and other services",Services,ged or none
576,male,1981,non-black / non-hispanic,265,40,31.83,87,"transportation, communication",Transportation and material moving,some  college
577,male,1984,non-black / non-hispanic,447,40,25,444,"finance, insurance, real estate, other professional","Management, business, and financial",college/graduate degree
578,male,1982,non-black / non-hispanic,458,40,14.7,49,"finance, insurance, real estate, other professional",Office and administrative support,high school
